Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
2.659240723,0.06641194,3.090048,0.788105,0.005763247,0.9960411,0.188058,10.59233,-23.38203,-31.62387,1001.193
2.679424763,0.1276872,2.970511,0.6660385,0.009487245,0.9676883,0.1699743,10.59233,-23.38203,-31.62387,1001.193
2.699608803,0.3727882,3.269354,0.788105,0.006350626,0.9882584,0.1431371,10.22085,-23.38098,-31.62535,1001.193
2.719793320,0.1889624,3.030279,0.3608724,0.02068709,0.959376,0.145464,10.22085,-23.38098,-31.62535,1001.193
2.739976883,0.3115129,3.090048,0.4219056,0.02986009,0.9980983,0.1632474,9.829964,-22.6413,-31.62708,1001.193
2.760160923,-0.1174138,3.090048,0.5439721,0.002570873,0.9810824,0.1770617,9.829964,-22.6413,-31.62708,1001.193
2.780344963,-0.2399643,3.209586,0.5439721,0.03600029,0.9276435,0.2411576,9.829964,-22.6413,-31.62708,1001.192
2.800529003,0.3115129,3.329123,0.3608724,0.02899928,0.9495547,0.1710465,9.849375,-23.37993,-31.62682,1001.192
2.820713043,0.2502377,3.388892,0.5439721,0.01005933,1.000226,0.1633186,9.849375,-23.37993,-31.62682,1001.197
2.840896607,0.1276872,3.568198,0.5439721,0.01731312,0.959461,0.1318462,10.58262,-23.01272,-31.62399,1001.197
2.861080647,0.3115129,3.269354,0.4219056,0.016298,0.9639845,0.1139335,10.58262,-23.01272,-31.62399,1001.197
2.881264687,0.1889624,3.568198,0.6050053,0.01344757,0.9607055,0.09830199,10.58262,-23.01272,-31.62399,1001.197
2.901448727,0.1889624,3.269354,0.3608724,0.007153986,1.001133,0.1652872,10.20144,-22.64235,-31.6256,1001.197
2.921632290,0.556614,2.552129,0.3608724,0.009333124,0.9801559,0.1828725,10.20144,-22.64235,-31.6256,1001.197
2.939293861,0.556614,2.970511,0.3608724,0.0283243,0.9656084,0.1635798,10.22085,-23.38098,-31.62535,1001.197
2.959477901,1.046816,2.910742,0.3608724,0.00220826,1.011218,0.1669538,10.22085,-23.38098,-31.62535,1001.197
2.979661465,0.6791645,3.627967,0.1777728,-0.007626,0.9877452,0.1251438,10.22085,-23.38098,-31.62535,1001.197
2.999845505,0.2502377,3.568198,0.5439721,0.01274642,1.056796,0.1795184,10.59874,-23.75444,-30.74548,1001.197
3.020029545,-0.05613857,4.046348,0.3608724,0.03188878,0.9502462,0.154512,10.59874,-23.75444,-30.74548,1001.196
3.040213585,0.06641194,4.404961,0.6660385,0.02103144,0.9693148,0.2186482,10.22249,-23.37944,-32.06448,1001.196
3.060397625,0.06641194,4.823342,0.9101714,0.008937649,0.9727773,0.1934319,10.22249,-23.37944,-32.06448,1001.194
3.080582142,0.3727882,5.42103,0.7270717,-0.007216402,0.9527673,0.1838145,10.22249,-23.37944,-32.06448,1001.194
3.100765705,-0.2399643,5.361261,0.9101714,0.0177336,1.002735,0.2149352,10.59068,-23.38358,-31.18473,1001.198
3.120949745,-0.2399643,5.660105,0.9101714,0.01431659,1.00508,0.2665648,10.59068,-23.38358,-31.18473,1001.198
3.141133785,0.3115129,5.958949,0.9712046,0.02642596,0.9632593,0.1533178,10.58098,-23.01426,-31.18486,1001.198
3.161317825,-0.8527169,6.616405,1.154304,0.0002589964,0.9340944,0.1235838,10.58098,-23.01426,-31.18486,1001.198
3.181501865,0.4340635,7.094555,1.154304,0.07376433,0.9976053,0.1320316,10.59397,-23.38049,-32.063,1001.2
3.199162960,0.06641194,7.991086,1.337404,0.06762733,0.9851541,0.2057554,10.59397,-23.38049,-32.063,1001.2
3.219347000,0.3115129,8.409468,1.215338,-0.003697177,0.9810666,0.1692852,10.59397,-23.38049,-32.063,1001.201
3.239531040,0.2502377,7.512936,1.093271,-0.040734,1.01249,0.1699615,10.96216,-23.38463,-31.18326,1001.201
3.259714603,0.4953387,6.198023,0.9101714,-0.01907546,0.9764977,0.167271,10.96216,-23.38463,-31.18326,1001.201
3.279898644,0.3727882,5.122186,0.788105,0.0159075,0.9947239,0.1894768,10.2095,-23.01321,-31.18634,1001.201
3.300082684,0.2502377,4.644036,0.7270717,0.04049878,0.995858,0.1607545,10.2095,-23.01321,-31.18634,1001.201
3.320266724,-0.1786891,5.540567,0.4829388,0.05807813,1.017029,0.202021,10.2095,-23.01321,-31.18634,1001.201
3.340450287,-0.05613857,5.958949,0.6050053,0.04433906,0.9577264,0.1517222,11.32393,-23.01637,-31.18191,1001.203
3.360634327,0.3115129,6.496867,1.215338,-0.02209785,0.9871202,0.1665125,11.32393,-23.01637,-31.18191,1001.203
3.380818367,0.556614,6.975017,1.154304,-0.02840366,0.99077,0.1310732,10.9638,-23.38308,-31.62239,1001.203
3.401002407,0.1889624,7.273861,1.276371,-0.01223411,0.9695064,0.1496055,10.9638,-23.38308,-31.62239,1001.203
3.421186924,0.1889624,7.273861,1.398437,0.02514391,0.9893469,0.1591884,10.9638,-23.38308,-31.62239,1001.207
3.441370964,0.06641194,7.752011,1.093271,0.02500015,0.9620552,0.1260472,11.33363,-23.38568,-31.18178,1001.207
3.461555004,-0.05613857,7.512936,1.337404,0.0245572,0.9981546,0.1496319,11.33363,-23.38568,-31.18178,1001.207
3.479215145,0.4340635,7.214092,1.398437,0.008984777,0.970856,0.09413015,10.95245,-23.01531,-31.18339,1001.207
3.499399185,0.1889624,6.915248,1.032238,0.0434265,0.9929224,0.1679909,10.95245,-23.01531,-31.18339,1001.205
3.519583225,0.1889624,7.034786,1.215338,-0.001935432,0.9953923,0.1442636,10.95245,-23.01531,-31.18339,1001.205
3.539767742,0.4953387,6.795711,1.032238,0.03043816,0.990515,0.1470391,11.32393,-23.01637,-31.18191,1001.201
3.559951782,0.3727882,6.676174,0.9101714,0.01606425,0.9824736,0.1546865,11.32393,-23.01637,-31.18191,1001.201
3.580135822,0.4953387,6.37733,0.9712046,0.009457022,0.9700377,0.1773196,11.31422,-22.64705,-31.18204,1001.203
3.600319863,0.005136684,6.018717,0.8491381,0.028074,0.9073159,0.1293386,11.31422,-22.64705,-31.18204,1001.203
3.620503426,0.2502377,6.198023,0.6050053,0.03208829,0.9734201,0.1632423,11.31422,-22.64705,-31.18204,1001.203
3.640687466,-0.5463406,5.660105,1.093271,0.04621518,0.9611471,0.2004458,11.71482,-23.75604,-31.18017,1001.203
3.660871506,0.8629903,5.779642,0.8491381,-0.02603885,0.9957007,0.07715616,11.71482,-23.75604,-31.18017,1001.205
3.681055546,0.06641194,4.883111,0.788105,0.04561364,0.9726067,0.118927,11.33528,-23.38413,-31.62091,1001.205
3.701239109,-0.1786891,5.480798,0.9101714,0.01118014,1.027603,0.1405026,11.33528,-23.38413,-31.62091,1001.205
3.721423149,0.005136684,4.524498,0.8491381,0.01709742,0.9775026,0.1200389,11.31422,-22.64705,-31.18204,1001.205
3.741607189,-0.3012396,4.703804,0.7270717,0.01727657,1.001903,0.1516631,11.31422,-22.64705,-31.18204,1001.205
3.759268284,-0.3625149,4.763573,0.7270717,0.0191724,1.005983,0.08507869,11.31422,-22.64705,-31.18204,1001.205
3.779452324,0.005136684,5.002648,0.9101714,0.01098349,0.9650192,0.09936416,11.6954,-23.01741,-31.18043,1001.205
3.799636364,-0.05613857,4.883111,0.7270717,-0.003129701,1.015162,0.1032968,11.6954,-23.01741,-31.18043,1001.205
3.819820404,0.06641194,4.883111,0.7270717,0.007366839,1.02444,0.111737,12.00497,-23.01829,-31.1792,1001.205
3.840003967,0.005136684,5.002648,0.788105,0.00943915,0.9724385,0.1306548,12.00497,-23.01829,-31.1792,1001.207
3.860188008,0.1889624,4.703804,0.5439721,0.001606151,0.9820158,0.1303693,12.00497,-23.01829,-31.1792,1001.207
3.880372524,0.005136684,4.225655,0.6660385,0.01180258,0.9762862,0.1370531,11.70511,-23.38673,-31.1803,1001.207
3.900556565,0.06641194,4.285423,0.7270717,0.01432911,1.007085,0.1133296,11.70511,-23.38673,-31.1803,1001.207
3.920740605,0.1889624,4.404961,0.4219056,0.02456046,0.9587783,0.1138183,12.38779,-23.38711,-31.61672,1001.207
3.940924644,0.1276872,4.763573,0.9101714,0.006451106,0.9800824,0.1371361,12.38779,-23.38711,-31.61672,1001.207
3.961108685,0.005136684,4.94288,0.6050053,0.01047109,0.9673663,0.1062236,12.38779,-23.38711,-31.61672,1001.213
3.981292248,-0.05613857,4.763573,0.6050053,0.0263609,0.9695157,0.1086757,12.37644,-23.01934,-31.17772,1001.213
4.001476288,-0.1786891,4.464729,0.6660385,0.002274855,0.9664127,0.141251,12.37644,-23.01934,-31.17772,1001.213
