Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
2.139455318,-0.1108225,0.1019752,-0.12572,0.01576414,0.9674659,0.1529301,12.00778,-23.01564,-31.93199,1001.102
2.159639358,0.01172798,0.5203565,-0.06468677,0.01597551,0.9896808,0.1606683,12.00778,-23.01564,-31.93199,1001.102
2.179822445,-0.04954727,0.6996628,0.1184129,0.01694572,0.9892011,0.1616305,11.3298,-23.01085,-32.75023,1001.102
2.200006485,-0.1720978,0.9985065,0.05737968,0.01814606,0.9699331,0.1520022,11.3298,-23.01085,-32.75023,1001.096
2.220189571,0.07300324,1.357119,0.3015125,0.005185549,0.9649784,0.1436513,11.3298,-23.01085,-32.75023,1001.096
2.240373134,-0.1108225,1.536425,0.2404793,0.01034705,0.976503,0.1618755,10.96336,-23.32043,-31.93607,1001.096
2.260556698,-0.04954727,1.29735,0.1794461,0.02153747,0.9683806,0.1670507,10.96336,-23.32043,-31.93607,1001.096
2.280740261,0.01172798,1.29735,0.1184129,0.01897976,0.980468,0.165834,11.70631,-23.32253,-31.93312,1001.094
2.300924301,0.1342785,1.177813,0.1794461,0.02032074,0.989203,0.1664915,11.70631,-23.32253,-31.93312,1001.094
2.321107387,0.1342785,0.8789691,0.1184129,0.02271805,0.9900336,0.1840215,11.70631,-23.32253,-31.93312,1001.094
2.341290474,0.07300324,1.058275,0.05737968,0.009788695,0.9828069,0.1605413,12.01423,-23.32495,-31.49275,1001.094
2.361474514,0.01172798,0.8192003,0.05737968,0.0172301,0.9652024,0.1879174,12.01423,-23.32495,-31.49275,1001.094
2.381657600,-0.1720978,0.9387378,0.1794461,0.01760949,0.9741597,0.164738,11.70772,-23.32121,-32.30951,1001.094
2.401841640,-0.04954727,1.7755,0.3625458,0.02439475,0.9712572,0.1744023,11.70772,-23.32121,-32.30951,1001.088
2.419502258,-0.1108225,1.655963,0.423579,0.008326823,0.9834693,0.1892652,11.70772,-23.32121,-32.30951,1001.088
2.439685821,-0.04954727,2.25365,0.1794461,0.01537953,0.9590462,0.1707677,12.01084,-23.01277,-32.74752,1001.09
2.459868908,0.07300324,2.313419,0.1794461,0.01764307,0.9711184,0.1783021,12.01084,-23.01277,-32.74752,1001.09
2.480052948,-0.1108225,1.954807,0.3015125,0.02248099,0.9695727,0.1948084,11.69822,-23.01477,-31.93322,1001.088
2.500236034,-0.04954727,2.313419,0.4846122,0.002774928,0.9649861,0.1392757,11.69822,-23.01477,-31.93322,1001.088
